NU_ANO_CENSO,ID_TURMA,NO_TURMA,TP_MEDIACAO_DIDATICO_PEDAGO,TX_HR_INICIAL,TX_MI_INICIAL,IN_DIA_SEMANA_DOMINGO,IN_DIA_SEMANA_SEGUNDA,IN_DIA_SEMANA_TERCA,IN_DIA_SEMANA_QUARTA,IN_DIA_SEMANA_QUINTA,IN_DIA_SEMANA_SEXTA,IN_DIA_SEMANA_SABADO,NU_DIAS_ATIVIDADE,NU_DURACAO_TURMA,TP_TIPO_ATENDIMENTO_TURMA,TP_TIPO_LOCAL_TURMA,CO_TIPO_ATIVIDADE_1,CO_TIPO_ATIVIDADE_2,CO_TIPO_ATIVIDADE_3,CO_TIPO_ATIVIDADE_4,CO_TIPO_ATIVIDADE_5,CO_TIPO_ATIVIDADE_6,TP_ETAPA_ENSINO,CO_CURSO_EDUC_PROFISSIONAL,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,QT_MATRICULAS,IN_DISC_LINGUA_PORTUGUESA,IN_DISC_EDUCACAO_FISICA,IN_DISC_ARTES,IN_DISC_LINGUA_INGLES,IN_DISC_LINGUA_ESPANHOL,IN_DISC_LINGUA_FRANCES,IN_DISC_LINGUA_OUTRA,IN_DISC_LIBRAS,IN_DISC_LINGUA_INDIGENA,IN_DISC_PORT_SEGUNDA_LINGUA,IN_DISC_MATEMATICA,IN_DISC_CIENCIAS,IN_DISC_FISICA,IN_DISC_QUIMICA,IN_DISC_BIOLOGIA,IN_DISC_HISTORIA,IN_DISC_GEOGRAFIA,IN_DISC_SOCIOLOGIA,IN_DISC_FILOSOFIA,IN_DISC_ESTUDOS_SOCIAIS,IN_DISC_EST_SOCIAIS_SOCIOLOGIA,IN_DISC_INFORMATICA_COMPUTACAO,IN_DISC_ENSINO_RELIGIOSO,IN_DISC_PROFISSIONALIZANTE,IN_DISC_ESTAGIO_SUPERVISIONADO,IN_DISC_PEDAGOGICAS,IN_DISC_OUTRAS,CO_ENTIDADE,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_OSCIP,IN_MANT_ESCOLA_PRIV_ONG_OSCIP,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,TP_REGULAMENTACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_EDUCACAO_INDIGENA
2020,304418,62 01 - EF MAT - 6� ANO ENSINO FUNDAMENTAL - 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,304655,62 02 - EF VEP - 6� ANO ENSINO FUNDAMENTAL - 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,304700,92 01 - EF MAT - 9� ANO ENSINO FUNDAMENTAL - 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,305189,72 02 - EF VESP - 7� ANO ENSINO FUNDAMENTAL - 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,305532,82 01 - EF MAT- 8� ANO ENSINO FUNDAMENTAL - 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,305638,82 02 - EF VESP- 8� ANO ENSINO FUNDAMENTAL - 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,305702,72 03 - EF VESP - 7� ANO ENSINO FUNDAMENTAL - 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,306200,17 01 EJA 3� SEG NOT 1� PERIODO 3� SEGMENTO EDUCACAO DE JOVENS E ADULTOS 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,71.0,,0.0,0.0,1.0,0.0,40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,307006,27 01 EJA 3� SEG NOT 2� PERIODO 3� SEGMENTO EDUCACAO DE JOVENS E ADULTOS 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,71.0,,0.0,0.0,1.0,0.0,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,307101,37 01 EJA 3� SEG NOT 3� PERIODO 3� SEGMENTO EDUCACAO DE JOVENS E ADULTOS 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,71.0,,0.0,0.0,1.0,0.0,39,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005485,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,315241,33 02 EMR - 3� SERIE B - MATUTINO-2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316193,62 01 EF - 6� ANO A - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316194,62 02 EF - 6� ANO B - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316196,72 02 EF - 7� ANO B - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316197,72 03 EF - 7� ANO C - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316198,82 01 EF - 8� ANO A - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316199,82 02 EF - 8� ANO B - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316200,82 03 EF - 8� ANO C - VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316601,92 01 EF - 9� ANO A -VESPERTINO-2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316602,92 02 EF -9� ANO B - VESPERTINO -2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316603,92 03 EF - 9� ANO C - MATUTINO-2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316606,23 01 EMR - 2� SERIE A - MATUTINO-2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316607,23 02 EMR - 2� SERIE B - MATUTINO-2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,39,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,316609,33 01 EMR - 3� SERIE A - MATUTINO-2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,332447,GRUPO I - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,1.0,,0.0,1.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332448,GRUPO I - C,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,1.0,,0.0,1.0,0.0,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332449,MINIGRUPO - B,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,1.0,,0.0,1.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332450,MINIGRUPO - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,1.0,,0.0,1.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332451,GRUPO II - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332452,GRUPO II - C,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332453,GRUPO III - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332459,3� ANO - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,16.0,,0.0,1.0,0.0,0.0,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332460,3� ANO - B,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,16.0,,0.0,1.0,0.0,0.0,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332461,4� ANO - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,17.0,,0.0,1.0,0.0,0.0,27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332462,4� ANO - B,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,17.0,,0.0,1.0,0.0,0.0,27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
2020,332463,5� ANO - A,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,18.0,,0.0,1.0,0.0,0.0,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052645,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0
