NU_ANO_CENSO,ID_TURMA,NO_TURMA,TP_MEDIACAO_DIDATICO_PEDAGO,TX_HR_INICIAL,TX_MI_INICIAL,IN_DIA_SEMANA_DOMINGO,IN_DIA_SEMANA_SEGUNDA,IN_DIA_SEMANA_TERCA,IN_DIA_SEMANA_QUARTA,IN_DIA_SEMANA_QUINTA,IN_DIA_SEMANA_SEXTA,IN_DIA_SEMANA_SABADO,NU_DIAS_ATIVIDADE,NU_DURACAO_TURMA,TP_TIPO_ATENDIMENTO_TURMA,TP_TIPO_LOCAL_TURMA,CO_TIPO_ATIVIDADE_1,CO_TIPO_ATIVIDADE_2,CO_TIPO_ATIVIDADE_3,CO_TIPO_ATIVIDADE_4,CO_TIPO_ATIVIDADE_5,CO_TIPO_ATIVIDADE_6,TP_ETAPA_ENSINO,CO_CURSO_EDUC_PROFISSIONAL,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,QT_MATRICULAS,IN_DISC_LINGUA_PORTUGUESA,IN_DISC_EDUCACAO_FISICA,IN_DISC_ARTES,IN_DISC_LINGUA_INGLES,IN_DISC_LINGUA_ESPANHOL,IN_DISC_LINGUA_FRANCES,IN_DISC_LINGUA_OUTRA,IN_DISC_LIBRAS,IN_DISC_LINGUA_INDIGENA,IN_DISC_PORT_SEGUNDA_LINGUA,IN_DISC_MATEMATICA,IN_DISC_CIENCIAS,IN_DISC_FISICA,IN_DISC_QUIMICA,IN_DISC_BIOLOGIA,IN_DISC_HISTORIA,IN_DISC_GEOGRAFIA,IN_DISC_SOCIOLOGIA,IN_DISC_FILOSOFIA,IN_DISC_ESTUDOS_SOCIAIS,IN_DISC_EST_SOCIAIS_SOCIOLOGIA,IN_DISC_INFORMATICA_COMPUTACAO,IN_DISC_ENSINO_RELIGIOSO,IN_DISC_PROFISSIONALIZANTE,IN_DISC_ESTAGIO_SUPERVISIONADO,IN_DISC_PEDAGOGICAS,IN_DISC_OUTRAS,CO_ENTIDADE,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_OSCIP,IN_MANT_ESCOLA_PRIV_ONG_OSCIP,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,TP_REGULAMENTACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_EDUCACAO_INDIGENA
2020,14607148,1306 1� SERIE EMR VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,33,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14607746,1307 1� SERIE EMR VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,39,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14607831,1309 1� SERIE EMR NOTURNO 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,36,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14607963,1310 1� SERIE EMR NOTURNO 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14608443,1308 1� SERIE EMR NOTURNO 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14612096,5101-EF-INT 5� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,18.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14612114,4101-EF-INT 4� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,17.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14612283,6201-EF-INT 6� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14612310,6202-EF-INT 6� ANO B 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14612320,7201-EF-INT 7� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14613468,7202-EF-INT 7� ANO B 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14613502,8202-EF-INT 8� ANO B 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14613604,9201-EF-INT 9� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14614374,8201-EF-INT 8� ANO A 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,540.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005230,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14615777,2301 2� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14615962,2304 2� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14616208,2307 2� SERIE EMR VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,26,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14616633,2302 2� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14616694,2303 2� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,31,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14616805,2305 2� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14616917,2306 2� SERIE EMR VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,39,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14617060,2308 2� SERIE EMR VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,26.0,,0.0,1.0,0.0,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14617139,3301 3� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,32,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14617268,3302 3� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14617329,3303 3� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14617861,3306 3� SERIE EMR NOTURNO 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,38,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14618398,3304 3� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,29,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14618492,3305 3� SERIE EMR MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14618637,3307 3� SERIE EMR NOTURNO 2020,1,18.0,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,200.0,1,0.0,,,,,,,27.0,,0.0,1.0,0.0,0.0,35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,0.0,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14622651,GRUPO I,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,1.0,,0.0,1.0,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052904,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
2020,14622688,GRUPO II,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052904,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
2020,14622884,1� CICLO,1,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,180.0,1,0.0,,,,,,,69.0,,0.0,0.0,1.0,0.0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,17052904,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
2020,14623394,GRUPO III,1,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,17052904,1,1701,17002,17,1702109,170210905,4,1,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
2020,14632128,7202 EF VESP 7� ANO,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17040027,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,2,0,0
2020,14661263,7201 EF VESP-7�ANO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005264,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14675070,1� PERIODO A MAT 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17046998,1,1701,17002,17,1702109,170210905,3,1,,,,,,,,,,,1,0,0
2020,14675128,1� PERIODO B MAT 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,17046998,1,1701,17002,17,1702109,170210905,3,1,,,,,,,,,,,1,0,0
2020,14675188,2� PERIODO A MAT 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,17046998,1,1701,17002,17,1702109,170210905,3,1,,,,,,,,,,,1,0,0
2020,14675229,2� PERIODO B VESP 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,240.0,1,0.0,,,,,,,2.0,,0.0,1.0,0.0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17046998,1,1701,17002,17,1702109,170210905,3,1,,,,,,,,,,,1,0,0
2020,14677309,7205 EF VESP - 7 ANO E - 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005426,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689758,6202 EF MAT - 6 ANO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,19.0,,0.0,1.0,0.0,0.0,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689759,7201 EF MAT - 7 ANO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,27,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689760,7202 EF VESP - 7 ANO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689761,7203 EF VESP - 7� ANO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,20.0,,0.0,1.0,0.0,0.0,18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689762,8201 EF MAT - 8� ANO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689763,8202 EF MAT- 8� ANO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,20,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689764,9201 EF MAT - 9� ANO 2020,1,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14689765,9202 EF VESP - 9� ANO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,265.0,1,0.0,,,,,,,41.0,,0.0,1.0,0.0,0.0,23,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005442,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14693346,1301 EM INT 2020,1,7.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,570.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17004950,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14694102,M1301 EDUC ESPECIAL MATUTINO 2020,1,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,240.0,4,0.0,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14694184,M1302 EDUC ESPECIAL VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,240.0,4,0.0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17004993,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14695324,82 04 EF-8�ANO D - VESPERTINO 2020,1,13.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,260.0,1,0.0,,,,,,,21.0,,0.0,1.0,0.0,0.0,33,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0,17005337,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14698201,1303 EM INT 2020,1,7.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,570.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17004950,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
2020,14698242,1304 EM INT 2020,1,7.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,570.0,1,0.0,,,,,,,25.0,,0.0,1.0,0.0,0.0,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,1.0,17004950,1,1701,17002,17,1702109,170210905,2,1,,,,,,,,,,,1,0,0
